age,children,income,numHandsets,handsetAge,smartPhone,creditRating,homeOwner,creditCard,avgBill,avgMins,avgrecurringCharge,avgOverBundleMins,avgRoamCalls,callMinutesChangePct,billAmountChangePct,avgReceivedMins,avgOutCalls,avgInCalls,peakOffPeakRatio,peakOffPeakRatioChangePct,avgDroppedCalls,lifeTime,lastMonthCustomerCareCalls,numRetentionCalls,numRetentionOffersAccepted,newFrequentNumbers,churn
24,False,1,2,250,True,B,True,true,58.29,404.75,39.99,60.75,0.0,2.785,0.8258,88.15,36.33,23.0,0.602658067,1.116066402,8.0,11,2.0,0,0,0,True
56,False,5,3,621,True,C,False,true,29.99,5.5,29.99,0.0,0.0,-0.11,0.0,0.0,0.0,0.0,1.0,3.693235957,0.0,27,0.0,0,0,0,True
34,False,6,1,396,True,B,False,true,34.99,312.75,44.99,0.0,0.0,-0.695,0.0,40.76,17.0,15.0,2.33624216,1.885112945,17.33,14,1.0,0,0,0,True
34,False,0,1,342,True,G,True,false,58.44,186.75,59.99,0.0,4.04,0.065,0.1512,31.19,6.33,0.0,1.7835,0.8123464459999999,1.67,11,1.33,0,0,0,False
50,True,6,1,358,True,C,False,true,125.69,862.75,52.85,205.5,0.0,11.225,-0.736,241.51,28.0,7.0,0.397205589,-1.482473497,10.33,12,0.33,0,0,0,True
34,False,0,1,635,True,C,True,false,84.77,146.75,70.0,0.0,8.53,-0.215,-0.116,0.0,0.33,0.0,0.677637948,8.328240691,1.0,21,0.0,0,0,0,True
48,False,6,3,22,True,C,False,true,45.65,354.25,44.99,14.5,5.06,1.735,0.2296,52.56,11.0,0.33,1.962400304,-8.615709073,10.67,9,0.0,0,0,3,False
46,True,6,1,362,True,C,False,true,29.99,297.25,39.99,0.0,0.0,0.795,0.0,0.0,0.0,0.0,0.0,6.904344111,0.0,12,0.0,0,0,0,False
46,True,6,4,542,True,D,False,true,52.79,1880.75,59.99,0.5,0.0,-1.595,0.0076,838.47,43.33,33.33,0.469715909,-2.295438699,4.33,29,0.0,0,0,0,True
54,True,4,2,265,True,G,False,true,58.2,616.0,49.99,0.0,2.54,-1.22,0.0698,0.0,0.0,0.0,0.0,-0.037025083,0.0,12,0.0,0,0,0,False
34,False,0,1,205,True,D,True,false,53.48,477.25,54.91,0.0,0.0,-1.245,-0.2302,62.58,12.67,1.33,1.07296875,14.06710987,14.0,7,2.0,0,0,1,False
50,False,7,3,580,True,B,False,true,10.9,47.0,10.0,0.0,0.16,-0.1,-0.018000000000000002,2.14,5.67,0.33,3.141327623,-10.1510959,1.33,21,0.0,0,0,1,True
34,False,5,1,296,True,B,False,false,41.05,453.75,39.99,26.25,1.35,3.225,0.5986,0.0,0.0,0.0,0.0,5.0296165880000006,0.0,10,0.0,0,0,0,True
32,False,8,2,367,True,B,False,true,31.57,470.75,39.99,4.5,0.0,-0.075,0.0034,81.49,30.67,19.33,0.95330921,-2.978562557,6.33,23,8.67,0,0,0,True
42,True,1,1,188,True,B,False,true,90.88,247.75,29.57,105.75,0.0,1.085,-0.7979999999999999,61.79,16.33,0.67,0.554377955,2.803371393,10.67,6,2.67,0,0,0,True
34,True,7,2,606,True,E,False,true,46.68,535.5,85.49,0.0,0.0,3.01,0.885,112.97,68.0,22.0,74.77477477,3.5862991,4.67,31,0.67,0,0,0,True
50,True,5,1,483,True,C,False,true,65.3,325.75,59.99,42.75,1.48,8.745,0.8978,32.95,23.33,5.67,1.15625,10.45084565,10.33,16,0.0,0,0,1,True
34,False,0,1,342,True,B,True,false,54.59,645.0,44.99,56.0,0.0,1.46,-0.392,0.0,0.0,0.0,0.0,5.970554697000001,0.0,12,0.0,0,0,0,True
38,True,2,3,192,True,A,True,false,79.49,1025.75,84.99,0.0,0.0,0.805,0.01,293.27,89.0,44.33,0.7048477740000001,-1.935465659,14.33,20,1.67,0,0,0,True
34,False,0,5,31,True,E,True,false,100.73,829.0,59.99,152.5,0.52,-13.46,-0.995,135.81,49.0,4.0,2.760793009,0.3396316620000001,31.33,32,9.0,0,0,0,False
36,True,6,1,785,True,B,True,false,26.67,41.25,19.99,15.75,0.0,-0.105,-0.1034,1.45,1.0,0.0,4.004291845,-4.720360575,0.67,26,0.0,0,0,0,True
34,False,8,2,145,True,E,False,true,62.95,656.75,30.36,101.75,0.0,-13.135,-1.259,0.0,0.0,0.0,0.0,-0.828980591,0.0,9,0.33,0,0,1,False
34,False,0,1,910,True,A,True,false,85.49,295.25,94.99,0.0,0.0,-3.525,-0.0098,32.74,23.0,4.33,1.482185909,9.004321855,24.0,30,2.33,0,0,0,True
34,False,0,1,531,True,D,True,false,53.7,589.25,49.99,0.5,0.0,-0.425,0.0118,186.44,21.33,9.67,1.319225876,-13.75823006,2.67,18,0.0,0,0,0,True
46,True,6,1,571,True,E,False,true,37.73,129.0,29.99,20.0,0.0,0.22,-0.1548,16.04,8.67,1.67,2.757502028,-5.410438892999999,1.33,19,0.0,0,0,0,False
34,False,0,1,374,True,B,True,false,50.29,553.25,49.99,25.5,0.1,-0.045,-0.206,135.49,44.67,19.0,1.361702128,-5.325441183,4.0,13,0.0,1,0,0,False
34,False,0,2,130,True,C,True,false,47.99,0.0,47.99,0.0,0.0,0.0,-0.121,0.0,0.0,0.0,0.0,1.530839594,0.0,7,0.0,0,0,0,True
42,False,4,2,215,True,B,False,false,61.42,82.5,59.99,4.75,0.0,-0.13,0.0854,0.42,23.33,0.67,1.642742367,-8.786890758,1.0,12,0.0,0,0,0,False
42,False,3,1,718,True,C,False,true,51.44,462.0,50.0,0.0,0.0,0.66,-0.009000000000000001,119.3,26.0,22.67,3.986283755,-10.01101859,2.67,24,0.0,0,0,0,False
34,False,0,1,295,True,D,True,false,26.54,393.0,10.0,47.25,0.0,-1.76,-0.3308,0.0,0.0,0.0,0.0,11.56778128,0.0,10,0.0,0,0,0,True
38,False,9,1,211,True,D,False,true,56.45,447.25,10.0,105.5,0.0,-0.925,-0.193,141.56,21.33,8.33,0.648626736,3.061756027,6.67,7,1.0,0,0,0,True
32,False,6,6,722,True,D,False,true,42.26,99.5,53.29,0.0,1.85,-1.37,-0.0058,11.92,11.0,1.33,2.150787697,-8.704899982999999,6.67,47,0.0,0,0,0,True
60,False,1,1,272,False,A,False,false,14.25,256.5,10.0,10.0,0.0,-4.63,-0.085,48.07,16.33,1.33,0.856136364,-4.97531033,3.0,9,1.0,0,0,0,False
40,False,4,1,689,False,B,False,true,17.15,0.0,16.99,0.0,0.0,0.0,-0.0032,0.0,0.0,0.0,0.0,-14.4672544,0.0,23,0.0,0,0,1,True
54,True,9,1,796,True,B,False,true,51.23,693.75,59.99,0.0,0.0,-4.795,-0.005,128.72,52.0,5.67,1.432538021,-7.587055148999998,11.33,27,0.0,0,0,0,False
76,False,4,1,789,False,B,True,false,30.24,22.25,29.99,0.0,0.0,-0.445,-0.005,0.43,2.0,0.0,1.666666667,10.098397,0.67,26,0.0,0,0,0,False
48,False,5,2,202,True,B,False,true,88.26,1183.75,84.99,36.5,0.0,-9.375,-0.154,432.47,8.0,0.33,2.184230478,13.45678357,9.67,12,0.0,0,0,0,False
36,True,5,2,68,True,A,False,true,34.8,256.5,43.49,0.0,0.0,0.37,0.004,12.36,4.67,0.0,5.167000000000002,10.18801777,11.67,28,1.0,0,0,0,True
34,False,0,2,295,True,B,True,false,63.25,335.0,59.99,0.0,0.0,-1.62,0.0768,126.81,1.33,2.67,1.26046875,0.732325278,2.33,15,3.67,0,0,0,True
34,False,0,1,709,False,F,True,false,121.22,1847.5,94.99,120.25,0.5,19.75,1.9098,601.68,36.67,17.33,1.377423371,-8.62878399,13.67,23,2.0,0,0,0,True
34,False,0,1,789,False,B,True,false,39.99,58.25,39.99,0.0,0.0,-0.345,0.0,4.52,5.33,0.0,3.285714286,-5.877254371,3.33,26,0.0,0,0,0,True
34,False,0,2,66,True,E,True,false,82.3,690.5,37.04,28.5,0.0,8.23,-0.8422,169.32,47.0,1.33,0.643141026,-5.354466052,9.0,19,6.0,0,0,0,False
34,False,0,1,274,True,E,True,false,36.39,616.25,44.99,4.0,0.0,-2.085,-0.028,135.38,31.0,12.67,1.074470588,-14.29646624,11.33,9,7.0,0,0,3,False
48,False,5,1,1028,True,E,False,true,72.12,687.25,70.0,0.0,0.0,2.455,0.0368,250.74,18.0,0.33,2.729310041,3.766295845,10.0,34,0.0,0,0,0,True
60,False,3,1,376,True,B,True,true,53.53,389.5,49.99,43.0,0.0,-2.73,-0.3108,155.03,1.33,0.0,2.7452941180000003,-2.157922334,5.67,12,0.0,0,0,0,True
34,False,0,1,254,True,B,True,false,14.73,89.75,10.0,0.0,0.52,-1.615,-0.0726,0.0,0.0,0.0,0.0,-8.095215355,0.0,8,0.0,0,0,0,False
38,False,6,2,105,True,D,False,true,195.91,1177.25,59.99,397.0,0.93,0.315,-0.5648,338.4,37.33,5.33,0.8477123790000001,2.59051576,15.33,20,1.33,0,0,0,False
34,False,0,1,388,True,C,True,false,53.99,0.0,59.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.30816025,0.0,13,0.0,0,0,0,True
46,False,7,1,303,True,A,False,true,10.09,5.5,10.0,0.0,0.0,-0.11,-0.0018,0.44,0.33,0.67,5.0,-9.30994208,0.0,10,0.0,0,0,0,False
22,False,1,1,366,True,E,True,true,51.6,375.5,59.99,0.0,0.0,-0.45,0.0434,107.24,48.0,14.0,1.859545837,3.767302906,12.67,12,0.0,0,0,2,True
34,False,0,1,824,True,G,True,false,85.63,940.25,75.0,42.5,0.0,4.595,0.6376,188.16,85.67,35.33,1.286578947,-4.38726661,15.33,28,0.33,0,0,0,True
28,False,1,2,354,False,C,False,true,31.25,44.25,29.99,0.0,0.0,0.355,0.0342,0.14,3.0,0.0,1.4771838330000002,-11.4202492,1.33,31,0.0,0,0,0,False
36,False,3,4,70,True,C,False,true,162.5,2271.25,78.53,348.5,0.2,-4.325,-1.7994,768.9,164.0,78.0,1.5066919559999998,-3.08929001,17.33,11,5.33,0,0,0,True
30,False,4,1,657,True,C,False,false,34.11,198.0,44.99,0.0,6.38,0.14,-0.3496,5.5,16.33,0.67,1.926111111,9.971745045,6.0,22,0.0,0,0,0,True
48,True,7,2,176,True,F,False,true,35.77,484.0,34.67,21.5,0.0,-4.3,-0.9412,186.91,29.67,0.0,1.274392672,22.81208355,7.0,32,2.33,0,0,0,False
44,True,4,1,269,True,E,False,true,77.85,1633.5,54.91,56.0,0.58,-28.73,-0.5572,217.74,74.67,39.33,0.700839985,5.668405084,7.0,9,16.67,0,0,0,False
34,False,0,2,315,True,E,True,false,66.35,958.25,92.53,0.0,0.0,-3.165,0.6114,226.3,55.33,11.33,0.658606061,-6.713230137,26.33,10,3.0,0,0,0,True
34,False,0,1,401,True,B,True,false,20.47,44.0,29.75,3.25,0.0,-0.88,-0.0296,4.88,1.67,0.0,1.7027027030000002,4.952816404,2.0,13,0.0,0,0,0,True
34,False,0,1,309,True,B,True,false,166.76,1766.75,115.72,53.75,0.0,-1.515,0.8822,638.26,84.33,16.33,5.042627128,4.191322267,48.67,11,0.0,0,0,0,True
48,True,6,1,457,True,E,False,true,48.1,427.75,39.99,17.75,0.0,-2.455,-0.3292,52.38,28.0,2.67,2.21675,0.341650012,30.33,16,1.67,0,0,0,True
50,False,8,2,14,True,A,False,true,88.93,747.0,69.99,85.5,1.77,-2.94,-0.5710000000000001,258.64,8.67,0.67,2.082566372,16.70772102,21.67,6,0.0,0,0,0,False
34,False,0,1,542,True,B,True,false,28.7,70.0,30.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,6.015037594,5.14218971,0.0,18,0.0,1,0,0,False
34,False,0,2,323,True,B,True,false,56.39,359.25,49.99,20.5,0.0,-1.685,-0.128,40.46,15.0,4.0,0.960696974,3.0208687010000004,1.67,13,0.0,0,0,0,False
34,False,0,2,217,True,E,True,false,38.01,568.33,23.33,165.67,0.0,-11.3666,-0.6602,44.23,9.33,0.67,3.661532225,-6.1947173310000005,5.0,7,3.33,0,0,0,True
24,False,6,1,303,True,B,False,true,43.08,71.5,44.99,0.0,7.84,-0.31,-0.142,13.77,0.67,0.0,2.2,5.443391406,0.67,10,0.0,0,0,0,False
50,False,8,2,247,True,B,False,true,38.39,534.75,44.99,9.0,0.0,5.165,0.2038,132.94,37.67,17.33,1.736052587,-20.78912097,8.0,13,0.0,0,0,0,False
34,False,0,1,348,True,E,True,false,40.61,129.5,44.99,14.75,0.2,-2.55,-0.1124,0.0,0.0,0.0,0.0,7.7782887989999985,0.0,12,0.0,0,0,0,True
58,False,7,1,182,True,B,False,true,57.71,913.0,44.99,38.25,6.03,-0.66,-0.33,170.55,58.33,12.33,0.836251503,1.332760386,48.33,6,5.33,0,0,0,False
34,False,5,1,349,True,B,False,true,33.82,250.5,31.28,7.25,0.0,-0.07,0.0266,0.0,0.0,0.0,0.0,3.517985389,0.0,11,0.0,0,0,0,True
64,False,6,2,26,True,B,False,true,74.69,648.0,29.99,91.5,0.0,3.96,1.395,148.05,49.67,10.0,1.083981167,-3.0302136280000003,11.67,25,0.0,0,0,0,False
30,True,6,1,529,False,B,False,true,52.69,1912.75,10.0,127.5,1.66,6.705,-0.6132,445.39,113.33,26.67,1.654309347,-4.925296503,24.0,17,0.0,0,0,0,True
34,False,0,3,43,True,C,True,false,61.62,94.5,59.99,0.0,0.64,-1.29,-0.0326,1.67,2.0,0.0,6.821282401,-15.40846202,3.33,35,0.0,0,0,0,False
34,False,0,1,506,True,B,True,false,15.55,281.25,10.0,18.5,0.0,-0.525,-0.111,80.18,30.67,9.33,1.0245881490000002,7.601015747000001,0.33,17,0.0,0,0,0,True
58,True,5,1,443,True,B,False,true,41.55,75.25,34.98,0.0,0.0,-0.565,-0.0062,12.85,4.33,0.33,0.221029365,-17.33233989,4.33,15,0.0,0,0,0,True
26,False,3,4,103,True,A,False,true,85.73,317.0,84.99,0.0,0.0,0.22,0.005,68.35,2.67,3.33,3.493629264,-3.784492766,7.33,41,0.0,0,0,0,False
36,True,5,1,684,True,B,False,true,43.42,347.0,44.99,9.0,4.97,0.84,0.2132,37.8,12.0,2.33,1.98010098,5.235278699,7.67,23,0.0,0,0,0,True
34,False,0,1,316,True,B,True,false,54.44,1825.5,69.99,8.75,0.0,-4.17,0.211,425.66,71.33,13.0,0.619645319,-4.272481029,44.67,10,23.67,0,0,0,True
46,False,9,2,272,True,B,False,true,13.56,105.5,10.0,0.0,2.08,-1.61,-0.0358,17.68,19.0,7.0,2.111333333,8.123006055,1.0,26,0.0,0,0,3,True
62,False,7,1,879,False,C,False,true,33.37,121.5,29.99,0.0,2.18,1.89,0.0686,9.39,1.67,0.0,9.871244635,-5.340884238,1.33,29,0.0,0,0,0,True
54,False,6,1,611,True,B,False,true,40.66,160.75,29.99,29.0,0.0,0.225,0.0456,101.01,0.0,1.0,4.00120048,-2.617598375,2.67,20,0.0,0,0,0,True
42,True,7,1,490,False,A,False,true,11.25,379.25,10.0,5.0,0.0,1.435,-0.035,17.37,8.0,1.33,0.310318076,-4.28029302,3.33,16,0.0,0,0,0,False
30,False,6,2,132,True,C,False,true,85.8,781.5,67.57,2.75,35.12,-15.63,-1.716,95.46,66.33,7.33,2.850740695,3.3031590680000003,47.0,11,6.0,0,0,0,True
34,False,0,1,189,True,E,True,false,33.5,611.0,21.5,42.5,0.0,-12.22,-0.67,503.18,43.0,13.33,1.187012195,-6.430367169,4.67,7,1.0,0,0,0,False
42,True,6,1,409,True,B,False,true,29.99,127.0,39.99,0.0,0.0,-0.48,0.0,12.38,0.33,0.0,1.333333333,13.51027149,3.67,14,0.0,0,0,0,True
46,False,7,1,432,True,B,False,true,33.89,302.0,39.99,0.0,0.0,1.88,0.222,0.0,0.0,0.0,0.0,-17.82998425,0.0,15,0.0,0,0,0,True
34,False,5,1,807,False,D,True,true,57.66,134.25,54.98,0.0,0.0,-0.385,-0.0536,27.84,10.33,0.0,1.4165,10.90503621,0.0,27,0.0,0,0,1,False
34,False,0,1,403,True,B,True,false,51.87,278.0,24.43,111.0,0.0,-5.34,-1.0374,40.89,2.67,0.33,1.55922725,-14.24803221,0.33,13,0.67,1,0,0,True
38,True,3,1,345,True,B,False,true,34.99,21.75,44.99,0.0,0.0,0.265,0.0,0.0,0.0,0.0,0.0,-1.853125787,0.0,12,0.0,0,0,0,True
34,False,0,2,566,True,B,True,false,39.88,157.75,30.0,0.0,9.88,3.165,0.1428,2.06,4.67,0.0,5.445,6.968725909,8.0,25,0.0,0,0,0,True
38,False,6,3,314,False,A,False,true,78.29,543.75,76.52,0.0,0.0,-3.095,0.134,131.55,41.0,11.0,4.612930488,14.51223332,16.33,30,0.33,0,0,0,True
60,False,7,1,506,False,A,False,true,76.45,107.0,85.0,17.25,0.0,-0.54,-0.0842,10.15,16.0,3.0,2.564102564,-8.820205328,6.0,17,0.0,0,0,0,True
44,True,9,2,681,True,B,False,true,42.49,239.25,42.49,0.0,0.0,0.955,0.0,21.37,12.67,1.33,1.753478261,-22.76315599,3.33,23,0.0,0,0,0,False
34,False,0,1,204,True,C,True,false,11.89,741.5,10.0,1.25,0.0,-0.03,0.0268,163.49,62.67,13.67,0.391155145,6.268485731,29.0,7,0.0,0,0,0,True
42,True,6,1,191,False,E,False,true,51.93,388.5,59.99,0.0,0.0,-1.61,-0.0188,176.86,17.33,2.67,0.890281488,-8.435356344,5.0,6,0.0,0,0,0,True
32,False,6,2,164,True,B,False,true,54.04,529.25,49.99,0.0,0.1,-4.305,-0.016,114.3,51.33,22.0,3.494137931,-18.48662167,9.33,17,0.33,0,0,0,False
70,False,6,1,500,True,B,False,true,17.15,5.25,16.99,0.0,0.0,0.035,-0.0032,0.0,0.0,0.0,1.0,7.29516891,0.0,16,0.33,0,0,0,False
34,False,3,1,230,True,G,True,false,85.47,1553.25,69.99,84.0,0.94,-28.925,-0.5096,165.82,50.0,1.0,0.537593455,5.173656193999999,17.0,8,2.0,0,0,0,True
34,False,0,1,221,True,E,True,false,72.59,733.25,69.99,42.75,0.0,6.755,0.6,168.54,24.67,0.33,0.7564492140000001,19.24406112,17.33,7,1.67,0,0,3,False
34,False,7,3,32,True,A,True,true,31.65,91.5,29.99,4.75,0.0,0.91,-0.0122,21.48,1.33,0.33,1.773533424,-0.912137001,1.0,28,0.0,0,0,0,True
30,False,8,2,520,True,C,False,true,58.2,241.25,30.0,65.5,2.56,1.015,-0.038,44.0,12.33,0.67,1.740740741,16.00377846,3.67,18,0.0,0,0,0,False
60,False,6,3,278,True,A,False,true,61.59,190.0,69.99,4.0,0.0,-1.48,-0.032,0.0,4.67,0.0,1.882612533,3.541807065,2.0,34,0.0,0,0,0,False
34,False,0,4,275,True,C,True,false,55.45,534.5,59.99,1.25,0.0,0.35,-0.109,106.01,32.0,0.67,1.0060853159999998,7.513427292999999,20.33,15,0.33,0,0,0,True
20,True,1,1,520,False,G,True,false,5.05,0.0,5.0,0.0,0.0,0.0,-0.0008,0.0,0.0,0.0,0.0,7.89068076,0.0,17,0.0,0,0,0,True
58,False,6,6,405,True,D,False,true,78.25,337.75,29.99,137.5,0.0,2.705,0.9496,138.71,18.67,1.33,0.7064285709999999,17.90233467,2.67,33,0.0,0,0,2,False
42,False,4,3,157,True,E,True,false,76.24,797.75,79.99,12.5,1.16,2.925,0.1966,65.39,24.33,0.0,2.9616893610000004,-13.31166356,17.33,19,0.33,0,0,0,True
36,False,2,3,310,True,B,False,true,68.41,1037.25,49.99,48.75,0.39,3.015,0.8236,274.56,52.33,5.67,0.895947872,10.47768021,13.33,23,0.0,0,0,0,False
34,False,0,2,24,True,D,True,false,45.03,420.75,39.99,31.5,0.0,-3.815,-0.2208,96.55,22.33,22.33,0.895799882,-4.969900584,38.0,11,0.0,0,0,0,True
30,False,7,1,385,True,B,False,true,74.29,305.5,29.99,118.25,1.88,-0.31,-0.1208,23.81,4.33,1.0,2.642857143,-0.967055294,11.0,13,0.0,0,0,0,True
34,False,0,1,513,True,B,True,false,36.79,871.75,35.99,0.0,0.8,-3.015,-0.016,139.86,100.33,19.33,0.8899095020000001,-9.643756482999999,8.33,17,20.0,0,0,0,True
52,False,1,2,344,True,C,True,false,17.69,232.5,15.24,7.0,0.0,-4.65,-0.9342,82.14,16.67,6.33,0.604360026,-12.14300678,0.33,17,0.0,0,0,0,True
36,False,1,2,303,True,C,False,true,469.67,4530.75,84.99,1389.0,0.0,-19.355,-3.9648,1402.2,91.33,94.33,0.8242151679999999,9.410299255,73.0,24,5.0,0,0,0,False
48,True,8,2,105,True,B,False,true,57.45,361.25,29.99,62.5,0.0,-0.585,0.5148,0.0,0.0,0.0,0.0,2.734607045,0.0,17,0.0,0,0,0,False
58,False,7,3,319,True,A,False,true,35.6,185.25,39.99,0.0,0.0,-0.605,0.0014,0.0,0.0,0.0,0.0,4.135597796,0.0,27,0.0,0,0,0,True
46,False,6,1,1347,False,A,False,true,48.93,517.0,37.5,43.75,0.0,-3.44,-0.9786,33.42,20.67,0.33,2.893477162,-11.94159498,5.0,44,0.0,1,0,0,False
30,False,6,1,457,True,C,False,true,52.39,480.25,59.99,0.0,2.4,-2.045,-0.04,68.52,62.33,19.33,2.047399254,4.793393284,3.67,16,0.0,0,0,0,False
46,True,3,3,108,True,C,False,true,72.15,665.0,59.99,33.75,0.0,2.54,-0.016,106.56,7.67,0.0,2.703664176,19.3296571,19.33,31,5.0,0,0,0,True
48,False,1,1,411,True,B,False,true,34.84,27.0,39.99,7.5,0.0,-0.12,-0.0154,0.0,1.0,0.0,2.255639098,-18.17570565,0.67,14,0.0,0,0,0,True
62,True,9,2,371,True,A,False,false,10.09,145.0,10.0,0.0,0.0,0.74,-0.0018,7.26,1.67,3.0,2.581800581,2.228356094,0.67,12,0.0,0,0,0,False
48,False,7,1,395,True,B,False,true,86.82,792.75,75.0,0.0,2.15,-4.635,-0.0976,251.68,39.33,11.33,5.028913043,-3.989482469,14.0,13,0.0,0,0,0,True
34,False,0,1,301,True,C,True,false,37.79,630.5,44.99,8.0,0.0,0.77,0.168,0.0,0.0,0.0,0.0,-3.897218293,0.0,10,0.0,0,0,0,False
60,True,3,3,674,False,D,False,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003757605,0.0,34,0.0,0,0,0,True
62,False,7,4,101,True,B,False,true,76.0,158.75,40.8,25.25,0.0,-0.715,-0.9004,16.13,5.0,0.0,2.395625,-1.141677018,7.0,20,0.67,0,0,0,False
24,False,5,2,499,True,D,True,true,52.64,674.75,59.99,8.75,0.0,-1.475,-0.053,150.15,65.67,22.0,0.929132463,31.31214822,15.33,22,0.67,0,0,0,True
34,False,0,1,316,True,D,True,false,30.58,209.0,39.99,0.0,0.1,2.4,-0.004,0.0,0.0,0.0,0.0,-8.232501216000001,0.0,10,0.0,0,0,0,True
52,True,6,1,459,True,A,False,true,10.0,21.25,10.0,0.0,0.0,-0.045,0.0,1.83,4.0,1.0,4.335,-2.955014059,1.0,16,0.0,0,0,0,False
34,False,0,1,197,True,B,True,false,22.34,20.75,19.99,2.0,0.0,0.865,0.141,0.0,0.0,0.0,0.503759398,19.27363411,0.0,7,0.0,0,0,0,False
42,True,2,1,476,False,E,False,true,53.31,298.75,49.99,5.5,0.0,-4.115,0.073,31.81,21.33,4.0,2.203344837,10.99590996,7.67,16,3.0,0,0,0,False
50,False,6,1,574,True,B,False,true,30.63,20.25,39.99,0.0,0.64,-0.325,0.0128,3.16,0.33,0.0,3.007518797,-11.06893164,0.67,19,0.0,0,0,0,True
34,False,2,2,362,True,B,True,false,53.96,519.75,49.99,0.5,0.0,0.445,0.0274,0.0,0.0,0.0,0.0,-18.54928723,0.0,16,0.0,0,0,0,True
62,False,4,3,706,True,A,True,true,30.27,74.5,30.0,0.0,0.0,-1.35,-0.0054,0.07,0.67,0.0,0.642398287,6.906346632999999,6.0,23,0.0,0,0,0,False
48,True,9,2,54,True,A,False,true,31.48,41.5,32.49,0.0,0.0,0.15,-0.3322,1.02,1.33,0.67,1.332857143,-13.18722433,4.0,25,0.33,0,0,0,True
34,False,0,2,309,True,G,True,false,81.98,253.0,84.99,0.0,0.0,-5.06,-0.1398,115.99,11.33,0.67,1.7017594459999998,-24.05379563,2.33,13,1.0,0,0,0,True
24,True,1,1,408,True,C,False,true,36.82,132.75,29.99,3.75,0.16,-0.995,0.0454,8.7,10.33,0.33,1.246521739,6.676530409,1.67,13,0.0,0,0,0,True
34,False,0,1,589,True,B,True,false,30.56,243.0,10.0,63.25,1.59,3.06,0.4584,36.15,16.33,3.67,3.019619158,-1.78061238,1.67,19,0.0,0,0,0,True
56,True,7,1,677,True,B,False,true,26.26,294.75,22.5,10.75,0.0,1.705,-0.2242,56.85,10.0,8.67,5.6950398039999985,-7.948304472999999,6.33,23,0.0,0,0,0,False
52,True,6,1,395,True,B,False,true,37.81,619.5,48.49,16.75,0.0,-6.33,-0.6968,138.2,28.33,5.67,0.964254407,0.28177154,4.0,13,0.33,0,0,0,True
48,False,9,1,470,True,B,False,true,48.96,283.5,30.0,52.0,0.0,-0.85,-0.3792,50.54,11.67,1.33,7.125,-5.620784137,11.33,15,0.0,0,0,0,True
34,False,0,1,454,True,C,True,false,75.44,1127.5,52.66,73.0,0.0,11.43,1.0484,190.62,44.0,5.33,0.644808743,-9.349218259,84.0,15,8.0,0,0,0,False
34,False,0,1,446,True,C,True,false,58.47,899.25,42.41,11.25,0.0,1.815,0.0554,357.57,67.33,31.33,1.023632633,-1.941774286,8.67,15,5.33,0,0,0,False
34,False,0,1,216,True,E,True,false,66.43,569.75,69.99,40.5,0.0,0.045,0.0152,135.97,64.67,36.0,3.68472973,5.470237947,20.33,8,1.0,0,0,0,False
28,False,1,3,430,True,B,True,false,54.57,725.25,52.49,10.5,0.0,-0.525,-0.0696,149.37,37.0,3.33,1.990519315,5.689562293,7.0,26,1.33,0,0,0,False
30,False,0,1,457,True,B,True,false,52.4,470.25,47.49,32.25,0.0,-1.245,0.1146,115.71,25.0,3.33,1.5270626390000002,5.921757827,7.67,15,0.0,0,0,0,False
36,False,4,2,321,True,D,False,true,52.17,561.5,59.99,0.0,0.0,1.09,0.0158,94.66,12.0,2.33,1.7570447219999998,-2.630370499,23.0,22,0.67,1,1,0,False
52,True,5,1,243,True,B,False,true,132.01,1834.0,84.99,122.25,0.0,13.14,2.7562,618.87,110.67,91.0,0.903854447,-7.427052379,80.33,9,0.0,0,0,0,False
30,False,7,1,513,True,B,False,true,49.09,205.75,32.49,41.25,0.68,1.945,0.267,41.89,5.67,3.0,6.941838649,-1.529526247,12.67,17,0.0,0,0,1,False
58,True,7,1,564,True,B,False,true,33.83,244.75,30.0,4.0,1.16,2.025,0.0354,28.54,20.0,1.33,0.467532468,-0.108924598,15.33,19,0.0,0,0,0,False
34,False,6,1,873,True,C,False,true,41.77,131.75,29.99,28.0,0.0,-1.075,-0.2356,5.34,24.0,3.33,0.98010098,-6.396378172,0.67,29,0.0,0,0,1,False
32,True,6,1,387,True,C,False,true,91.93,134.25,94.99,12.0,0.16,-0.305,-0.0794,24.47,4.0,13.67,5.113033449,-6.635847186,5.33,13,0.0,0,0,0,True
30,False,4,3,232,True,D,False,true,74.4,893.25,49.99,59.0,0.0,0.095,0.9758,452.09,41.33,7.33,1.1737857859999998,-6.632731771,27.33,21,1.67,1,0,0,True
58,True,7,2,217,True,E,True,true,30.4,18.25,29.99,0.0,0.41,-0.365,-0.0082,5.87,0.0,0.0,16.91044776,2.669076942,1.33,12,0.0,0,0,0,True
30,False,6,3,167,True,A,False,true,63.98,386.75,32.49,107.0,0.0,-2.195,-0.0238,160.5,23.33,7.33,4.27,1.987348747,5.67,35,0.33,0,0,0,False
