RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,percent,DelqEver,DelqLast12M,PercentSatisfactoryTrades,NumTradesWBalance
Bad,62,146,14,61,10,2,2,82,18,7,6,12,0,55,0,2,2,50,,4,1,2,100,0.16,True,False,83.0,12
Good,66,437,4,113,27,9,9,96,51,2,6,33,2,11,8,0,0,17,85.0,3,1,0,31,0.49019607843137253,True,True,82.0,10
Bad,71,218,22,75,22,1,0,96,27,7,5,24,0,39,1,2,2,3,23.0,4,1,1,56,0.16,True,False,92.0,13
Good,66,252,1,121,28,2,2,93,21,7,6,29,1,52,35,5,5,82,,3,2,2,67,0.16,True,False,97.0,19
Bad,67,265,4,97,11,5,5,77,13,7,2,13,2,54,0,4,3,10,,1,1,1,67,0.16,True,False,85.0,8
Bad,62,159,2,62,11,2,1,53,12,7,3,17,4,29,0,1,1,38,92.0,3,1,0,44,0.16,True,False,65.0,7
Good,87,387,13,168,16,0,0,100,122,7,7,16,0,38,0,0,0,1,,2,1,0,38,0.16,False,False,100.0,6
Good,80,195,10,67,24,0,0,100,122,7,7,25,1,25,22,0,0,36,27.0,3,2,0,83,0.16,False,False,96.0,20
Bad,76,56,7,39,6,0,0,100,122,7,7,6,1,17,0,0,0,21,22.0,3,1,1,67,0.16,False,False,100.0,4
Bad,60,236,11,94,19,3,2,90,6,5,5,21,1,40,0,0,0,107,31.0,1,2,1,60,0.49019607843137253,True,True,90.0,12
Good,72,230,21,113,17,0,0,100,122,7,7,17,0,41,10,0,0,75,,7,1,2,89,0.16,False,False,100.0,15
Bad,68,126,8,58,15,0,0,63,16,7,6,16,1,44,7,0,0,47,68.0,1,5,1,55,0.16,True,False,94.0,8
Bad,70,396,3,134,33,0,0,91,46,7,6,45,2,26,35,5,5,59,39.0,6,2,2,50,0.16,True,False,73.0,22
Good,70,118,7,45,17,0,0,88,11,6,6,17,4,35,0,0,0,15,,1,1,0,29,0.49019607843137253,True,True,100.0,4
Good,83,128,5,78,44,0,0,100,122,7,7,44,1,14,2,1,1,8,85.0,7,2,0,36,0.16,False,False,100.0,15
Good,82,252,51,191,13,0,0,77,21,7,6,13,0,8,35,0,0,4,,1,1,0,38,0.16,True,False,100.0,4
Good,64,223,3,77,21,0,0,100,122,7,7,21,1,10,0,6,6,93,,6,1,3,100,0.16,False,False,100.0,21
Bad,63,293,6,91,30,1,0,90,25,7,5,33,3,16,4,2,2,70,,11,2,5,72,0.16,True,False,91.0,23
Bad,64,180,2,83,33,2,1,78,11,6,5,36,2,25,35,0,0,19,56.0,4,3,1,64,0.49019607843137253,True,True,92.0,23
Good,84,219,18,61,10,0,0,100,122,7,7,10,0,10,0,0,0,13,,6,1,0,78,0.16,False,False,100.0,7
Good,70,183,2,85,12,0,0,100,122,7,7,12,1,31,35,0,0,95,,7,1,5,89,0.16,False,False,100.0,10
Bad,56,246,7,83,18,1,1,77,3,3,3,23,1,36,35,0,0,49,94.0,3,1,1,80,0.49019607843137253,True,True,78.0,18
Good,86,243,5,87,16,0,0,100,122,7,7,16,4,44,0,1,1,9,100.0,2,2,0,57,0.16,False,False,100.0,9
Bad,70,84,15,47,7,0,0,100,122,7,7,8,0,63,3,1,1,101,,3,1,1,100,0.16,False,False,88.0,8
Bad,54,316,15,116,16,3,1,57,3,4,4,21,0,14,0,2,2,28,,4,2,0,50,0.49019607843137253,True,True,76.0,10
Bad,71,381,3,86,38,0,0,100,122,7,7,39,3,18,0,3,2,35,53.0,8,3,3,65,0.16,False,False,97.0,25
Good,74,215,6,85,29,0,0,100,122,7,7,30,2,30,0,0,0,37,,6,2,1,89,0.16,False,False,97.0,26
Bad,71,207,1,82,22,0,0,96,62,7,6,24,3,21,0,1,1,72,71.0,9,3,4,92,0.16,True,False,92.0,22
Good,79,196,3,50,13,0,0,100,122,7,7,13,3,46,0,0,0,48,,2,1,2,60,0.16,False,False,100.0,7
Bad,77,292,8,84,20,0,0,100,122,7,7,20,1,70,0,4,4,51,57.0,3,3,1,78,0.16,False,False,100.0,15
Good,57,154,6,82,12,2,0,63,7,6,5,16,1,63,0,0,0,85,70.0,3,4,1,88,0.49019607843137253,True,True,75.0,14
Bad,69,146,5,73,31,0,0,100,122,7,7,31,4,29,0,2,2,63,52.0,6,4,3,83,0.16,False,False,100.0,25
Bad,84,130,11,61,14,0,0,100,122,7,7,14,2,43,0,1,1,0,61.0,2,2,0,67,0.16,False,False,100.0,9
Bad,64,185,2,109,15,2,1,78,55,7,2,18,3,33,0,4,4,24,80.0,3,1,0,57,0.16,True,False,83.0,10
Good,80,456,5,115,19,0,0,100,122,7,7,21,3,29,7,1,0,30,85.0,3,2,1,63,0.16,False,False,90.0,13
Bad,70,373,4,101,23,0,0,96,7,6,6,25,4,52,0,5,5,49,100.0,2,1,0,75,0.49019607843137253,True,True,92.0,18
Good,91,401,58,152,9,0,0,100,122,7,7,9,0,44,0,0,0,3,,1,2,0,25,0.16,False,False,100.0,2
Bad,73,236,5,74,24,0,0,92,9,6,6,29,2,46,15,0,0,44,88.0,4,3,1,54,0.49019607843137253,True,True,83.0,15
Bad,86,438,4,81,12,0,0,92,62,7,6,12,1,42,0,0,0,5,,3,1,0,57,0.16,True,False,100.0,6
Good,86,137,2,75,24,0,0,100,122,7,7,25,2,36,0,3,3,7,73.0,2,2,0,50,0.16,False,False,96.0,12
Good,72,131,7,57,24,0,0,100,122,7,7,24,2,25,0,0,0,28,42.0,6,2,2,50,0.16,False,False,100.0,12
Good,89,400,30,141,15,0,0,100,122,7,7,15,0,27,0,0,0,7,,2,1,0,43,0.16,False,False,100.0,6
Good,77,271,4,120,44,0,0,100,122,7,7,50,2,35,5,0,0,36,98.0,6,2,2,53,0.16,False,False,88.0,26
Good,79,102,8,45,21,0,0,100,122,7,7,21,1,43,0,0,0,26,,1,2,0,43,0.16,False,False,100.0,9
Bad,59,208,18,88,28,0,0,96,22,7,6,28,0,25,0,1,1,82,76.0,7,2,6,83,0.16,True,False,100.0,23
Bad,66,176,7,83,17,0,0,94,8,6,6,17,1,35,35,0,0,64,,2,1,2,57,0.49019607843137253,True,True,100.0,9
Bad,91,215,31,104,15,0,0,100,122,7,7,16,0,38,0,0,0,0,,0,1,1,25,0.16,False,False,94.0,4
Bad,61,210,4,64,28,0,0,93,9,6,6,28,3,46,0,0,0,52,95.0,10,2,4,86,0.49019607843137253,True,True,100.0,24
Bad,79,102,5,34,14,0,0,100,122,7,7,14,3,43,0,2,2,0,0.0,0,2,1,50,0.16,False,False,100.0,7
Bad,78,238,40,148,31,0,0,100,122,7,7,31,0,19,35,0,0,65,70.0,15,1,6,94,0.16,False,False,100.0,29
Bad,61,256,12,99,14,1,0,68,2,6,5,19,0,58,35,0,0,63,89.0,2,4,1,88,0.49019607843137253,True,True,74.0,16
Good,87,435,4,93,23,0,0,100,122,7,7,24,2,29,0,0,0,3,92.0,3,2,0,50,0.16,False,False,96.0,12
Good,81,181,1,74,13,0,0,93,19,7,6,14,1,29,35,3,3,11,48.0,2,1,0,60,0.16,True,False,93.0,8
Good,81,427,9,123,28,0,0,100,122,7,7,29,1,31,3,1,1,22,91.0,8,2,0,63,0.16,False,False,97.0,18
Good,63,117,1,54,35,1,0,87,22,7,5,39,3,59,0,3,3,33,48.0,3,5,3,62,0.16,True,False,90.0,24
Bad,54,94,1,44,16,0,0,88,1,6,6,17,4,29,0,1,1,58,94.0,4,2,3,75,0.49019607843137253,True,True,94.0,12
Bad,75,175,2,70,13,1,0,93,51,7,2,15,1,53,0,1,1,57,79.0,1,3,1,57,0.16,True,False,87.0,8
Good,86,400,9,107,43,0,0,100,122,7,7,43,1,33,13,0,0,5,84.0,3,2,0,38,0.16,False,False,100.0,16
Good,85,186,18,75,23,0,0,100,122,7,7,25,0,32,2,1,1,1,,2,2,1,57,0.16,False,False,92.0,14
Good,63,408,11,95,26,1,0,86,56,7,5,29,1,66,0,0,0,99,46.0,3,4,2,78,0.16,True,False,90.0,22
Good,81,325,9,117,20,1,0,95,35,7,5,21,3,52,10,0,0,3,31.0,2,2,0,63,0.16,True,False,95.0,13
Good,71,176,14,79,29,0,0,97,11,7,6,33,0,14,0,2,2,15,,3,1,2,40,0.16,True,False,88.0,13
Good,75,162,8,93,18,1,1,95,25,7,2,19,1,26,0,0,0,19,82.0,4,3,0,78,0.16,True,False,95.0,14
Good,82,153,5,46,4,0,0,100,122,7,7,4,2,50,0,0,0,16,,1,1,0,100,0.16,False,False,100.0,4
Good,71,245,25,122,11,0,0,91,7,6,6,11,0,45,0,0,0,28,,3,1,1,100,0.49019607843137253,True,True,100.0,11
Good,86,204,10,79,15,0,0,100,122,7,7,15,1,40,0,0,0,0,,0,1,0,25,0.16,False,False,100.0,3
Good,88,302,22,93,14,0,0,100,122,7,7,16,0,7,4,1,1,2,,4,2,0,67,0.16,False,False,88.0,10
Bad,63,38,6,22,13,0,0,100,122,7,7,13,2,23,35,0,0,78,44.0,9,3,3,100,0.16,False,False,100.0,13
Good,89,414,7,203,15,0,0,100,122,7,7,15,3,7,7,0,0,1,,3,1,0,45,0.16,False,False,100.0,6
Bad,55,137,7,67,13,1,1,79,1,2,2,14,1,21,0,9,8,26,89.0,2,2,0,71,0.49019607843137253,True,True,93.0,9
Bad,89,151,6,58,5,0,0,100,122,7,7,6,3,17,1,2,2,14,97.0,1,1,0,50,0.16,False,False,83.0,3
Bad,56,82,5,37,29,0,0,93,17,7,6,30,3,57,0,1,1,43,85.0,5,3,2,73,0.16,True,False,97.0,21
Bad,49,178,13,91,10,6,1,56,3,5,5,17,0,56,0,2,2,65,45.0,3,4,1,100,0.49019607843137253,True,True,59.0,17
Bad,65,180,2,81,7,2,0,73,15,7,5,11,2,18,0,0,0,81,,2,1,1,100,0.16,True,False,64.0,11
Bad,64,247,9,97,33,0,0,100,122,7,7,33,1,27,0,2,2,86,35.0,13,4,13,86,0.16,False,False,100.0,28
Good,64,216,2,86,18,5,1,60,42,7,4,25,2,36,0,4,3,40,58.0,1,4,1,60,0.16,True,False,72.0,15
Good,66,147,4,68,37,5,4,90,73,7,2,42,3,43,1,1,1,65,78.0,10,3,2,87,0.16,True,False,88.0,36
Good,59,320,5,115,13,1,1,73,1,2,2,15,1,20,0,0,0,16,35.0,6,2,0,80,0.49019607843137253,True,True,87.0,12
Good,79,128,4,49,52,0,0,100,122,7,7,54,5,72,2,5,5,9,74.0,2,12,0,74,0.16,False,False,96.0,39
Good,70,335,3,105,35,2,2,87,34,7,4,39,5,33,0,2,2,27,6.0,10,3,1,88,0.16,True,False,90.0,34
Good,63,142,3,58,9,4,4,75,16,7,2,12,2,42,12,0,0,0,99.0,2,2,0,100,0.16,True,False,75.0,12
Bad,72,134,5,31,7,0,0,86,9,6,6,7,3,0,0,3,3,19,,1,2,0,20,0.49019607843137253,True,True,100.0,1
Bad,56,266,2,94,29,0,0,100,122,7,7,30,1,17,0,2,2,76,6.0,14,2,7,67,0.16,False,False,97.0,20
Bad,86,317,17,95,12,0,0,92,31,7,6,13,0,0,0,0,0,7,,3,2,0,80,0.16,True,False,92.0,10
Bad,71,243,2,65,29,0,0,97,5,6,6,30,6,10,35,0,0,4,95.0,5,2,0,47,0.49019607843137253,True,True,97.0,14
Bad,79,104,52,71,2,0,0,100,122,7,7,3,0,0,0,0,0,21,,1,2,1,100,0.16,False,False,67.0,3
Good,79,251,25,99,23,0,0,91,11,6,6,24,0,17,20,0,0,6,8.0,3,2,0,31,0.49019607843137253,True,True,96.0,7
Good,86,215,5,80,38,0,0,100,122,7,7,39,2,16,12,0,0,2,,1,2,0,21,0.16,False,False,97.0,8
Good,77,127,6,54,27,0,0,100,122,7,7,27,1,41,0,0,0,33,34.0,4,8,1,63,0.16,False,False,100.0,17
Good,77,138,2,62,27,0,0,100,122,7,7,38,4,71,0,3,3,40,79.0,2,4,1,100,0.16,False,False,71.0,38
Good,86,235,7,111,20,0,0,100,122,7,7,20,1,25,0,0,0,12,70.0,7,2,0,90,0.16,False,False,100.0,18
Good,85,386,6,189,26,0,0,100,122,7,7,28,2,15,7,0,0,12,47.0,3,1,0,24,0.16,False,False,93.0,6
Good,89,490,6,99,18,0,0,100,122,7,7,18,2,39,35,0,0,2,52.0,2,2,0,57,0.16,False,False,100.0,10
Good,80,290,5,96,14,0,0,100,122,7,7,43,2,21,35,1,1,29,,5,2,1,58,0.16,False,False,33.0,24
Good,77,218,8,72,25,0,0,96,74,7,6,25,3,52,2,1,1,32,69.0,3,4,0,64,0.16,True,False,100.0,16
Good,59,162,5,85,19,0,0,85,2,6,6,20,2,35,0,0,0,89,,8,1,2,90,0.49019607843137253,True,True,95.0,18
Bad,63,76,9,31,4,1,1,80,49,7,4,5,1,20,0,1,1,84,,4,2,3,100,0.16,True,False,80.0,5
Good,82,193,14,74,13,0,0,100,122,7,7,13,0,38,0,0,0,21,60.0,3,2,2,63,0.16,False,False,100.0,8
Bad,73,217,22,87,34,0,0,100,122,7,7,36,0,17,0,1,1,91,,7,2,3,100,0.16,False,False,94.0,36
Bad,80,226,2,66,35,0,0,100,122,7,7,36,2,47,0,0,0,2,77.0,5,7,0,62,0.16,False,False,97.0,22
Good,73,361,48,144,18,0,0,89,25,7,6,18,0,39,0,1,1,51,9.0,2,2,1,56,0.16,True,False,100.0,10
Good,77,366,15,93,29,0,0,93,30,7,6,30,0,37,0,0,0,20,54.0,6,3,0,56,0.16,True,False,97.0,16
Bad,65,256,3,96,42,0,0,91,26,7,6,46,3,30,3,1,1,56,88.0,11,3,2,67,0.16,True,False,91.0,30
Bad,80,74,12,39,7,0,0,100,122,7,7,7,0,71,0,3,3,1,84.0,1,4,0,83,0.16,False,False,100.0,5
Bad,78,161,6,70,18,0,0,90,14,7,6,20,1,30,0,0,0,1,67.0,3,3,0,64,0.16,True,False,90.0,12
Bad,62,229,10,45,22,0,0,87,6,6,6,43,2,35,10,0,0,43,,4,2,1,50,0.49019607843137253,True,True,51.0,21
Good,66,256,9,76,32,0,0,97,16,7,6,33,1,30,0,0,0,34,60.0,6,3,3,45,0.16,True,False,97.0,14
Bad,70,166,7,86,19,0,0,95,20,7,6,20,1,40,0,0,0,59,79.0,5,3,1,73,0.16,True,False,95.0,14
Bad,85,324,4,106,22,0,0,100,122,7,7,23,3,26,3,2,2,6,,3,2,0,38,0.16,False,False,96.0,8
Good,83,283,6,75,26,0,0,100,122,7,7,26,1,50,0,1,1,22,73.0,2,2,0,67,0.16,False,False,100.0,17
Good,55,115,12,60,8,2,2,62,1,2,2,13,0,31,0,0,0,13,0.0,1,2,0,60,0.49019607843137253,True,True,62.0,7
Bad,66,208,3,83,24,0,0,92,4,6,6,25,3,32,5,0,0,44,,6,1,0,70,0.49019607843137253,True,True,96.0,17
Bad,72,213,1,68,6,1,1,88,7,3,2,8,1,50,0,2,2,0,83.0,0,2,0,40,0.49019607843137253,True,True,75.0,3
Bad,66,342,6,97,15,7,7,88,37,2,6,17,1,71,0,0,0,50,,3,1,1,100,0.49019607843137253,True,True,88.0,17
Bad,61,102,8,57,5,2,1,71,23,7,3,7,2,14,0,0,0,97,,3,1,1,80,0.16,True,False,71.0,5
Bad,64,180,3,48,13,1,1,92,41,7,6,14,3,62,0,1,1,75,31.0,2,4,1,86,0.16,True,False,93.0,12
Good,65,145,1,51,7,3,2,80,58,7,2,15,2,50,35,1,1,43,61.0,3,2,0,100,0.16,True,False,47.0,15
Bad,61,74,14,59,20,2,2,90,16,2,6,23,0,5,0,0,0,19,,4,1,1,31,0.49019607843137253,True,True,87.0,7
Good,66,240,13,87,19,2,1,95,4,5,5,22,0,43,3,2,2,30,33.0,4,3,1,89,0.49019607843137253,True,True,86.0,19
Bad,56,158,2,55,31,0,0,82,2,6,6,33,5,58,0,9,9,0,96.0,1,4,1,78,0.49019607843137253,True,True,94.0,25
Bad,68,164,12,78,48,1,1,94,6,6,6,50,0,29,0,2,2,67,56.0,4,10,2,74,0.49019607843137253,True,True,96.0,37
Good,85,389,8,97,29,0,0,100,122,7,7,30,2,33,0,1,1,18,76.0,5,1,0,40,0.16,False,False,97.0,12
Bad,73,305,21,128,36,1,1,95,8,6,3,38,0,39,6,0,0,19,,7,1,2,69,0.49019607843137253,True,True,95.0,26
Good,78,128,15,68,11,0,0,82,17,7,6,11,0,27,0,0,0,6,85.0,4,2,0,60,0.16,True,False,100.0,6
Bad,89,175,29,94,4,0,0,100,122,7,7,6,0,20,35,4,4,0,,0,2,0,0,0.16,False,False,67.0,0
Good,72,156,12,48,10,0,0,90,79,7,6,10,0,30,35,2,2,41,65.0,4,1,0,86,0.16,True,False,100.0,8
Good,72,133,10,63,17,0,0,100,122,7,7,17,1,24,0,2,2,52,,3,1,2,83,0.16,False,False,100.0,14
Good,84,195,10,75,29,0,0,100,122,7,7,30,1,7,0,1,1,5,96.0,2,2,0,36,0.16,False,False,97.0,10
Bad,72,259,5,92,27,0,0,96,38,7,6,27,3,30,0,0,0,14,,3,3,1,47,0.16,True,False,100.0,12
Bad,67,196,8,56,21,0,0,81,4,6,6,21,2,24,35,0,0,13,,6,2,0,53,0.49019607843137253,True,True,100.0,11
Bad,63,20,3,10,15,0,0,100,122,7,7,15,11,13,0,7,6,18,91.0,4,2,1,40,0.16,False,False,100.0,6
Good,73,170,8,61,27,2,1,90,17,7,3,29,1,17,0,0,0,21,,4,1,0,33,0.16,True,False,93.0,9
Bad,60,45,1,18,13,0,0,100,122,7,7,15,4,40,1,1,1,71,65.0,5,2,1,88,0.16,False,False,87.0,13
Bad,55,25,5,14,9,0,0,100,122,7,7,9,5,56,0,1,1,97,93.0,3,2,2,100,0.16,False,False,100.0,9
Bad,47,204,16,100,25,2,2,89,1,2,6,28,0,21,35,1,0,76,,9,1,3,85,0.49019607843137253,True,True,89.0,23
Good,79,99,12,28,4,0,0,100,122,7,7,16,0,50,0,0,0,40,,1,2,0,50,0.16,False,False,25.0,8
Good,84,401,13,128,32,0,0,100,122,7,7,35,0,45,13,0,0,15,58.0,5,3,0,62,0.16,False,False,91.0,21
Bad,72,184,2,70,16,0,0,100,122,7,7,17,1,29,0,3,3,68,66.0,4,2,2,86,0.16,False,False,94.0,14
Bad,60,55,2,30,20,0,0,100,122,7,7,21,7,24,1,5,5,64,91.0,7,4,3,80,0.16,False,False,95.0,16
Bad,68,142,3,66,37,2,2,90,19,7,3,40,3,23,35,2,2,24,37.0,4,4,0,53,0.16,True,False,92.0,21
Bad,83,182,18,89,8,0,0,100,122,7,7,8,0,13,0,4,4,28,,1,2,0,20,0.16,False,False,100.0,1
Good,82,445,14,217,21,1,1,95,22,7,3,27,0,14,23,0,0,5,,4,2,0,33,0.16,True,False,78.0,8
Good,61,195,9,88,19,0,0,95,2,6,6,20,1,32,1,1,1,59,91.0,3,2,2,67,0.49019607843137253,True,True,95.0,13
Bad,88,188,17,107,9,0,0,100,122,7,7,16,0,33,35,0,0,0,69.0,1,2,0,57,0.16,False,False,56.0,9
Good,74,151,13,66,45,0,0,100,122,7,7,46,0,9,0,0,0,19,,7,1,3,50,0.16,False,False,98.0,23
Bad,63,326,2,50,14,1,1,81,24,7,2,16,8,44,0,2,2,62,,3,1,2,50,0.16,True,False,88.0,8
Good,76,368,6,80,31,0,0,100,122,7,7,32,3,16,0,0,0,21,50.0,8,2,2,65,0.16,False,False,97.0,20
Bad,72,149,14,52,22,1,1,95,19,7,6,23,0,68,0,0,0,28,91.0,5,4,0,100,0.16,True,False,96.0,23
Bad,58,149,4,64,30,0,0,93,34,7,6,30,3,37,0,3,3,90,77.0,7,8,4,83,0.16,True,False,100.0,24
Bad,59,75,4,43,22,0,0,96,18,7,6,23,2,30,0,7,7,59,82.0,14,4,2,90,0.16,True,False,96.0,20
Bad,63,240,4,64,20,1,0,86,45,7,5,21,2,10,4,1,1,67,,6,1,3,70,0.16,True,False,95.0,14
Good,67,101,6,39,15,0,0,100,122,7,7,15,2,33,5,1,1,70,,7,1,2,89,0.16,False,False,100.0,13
Bad,59,324,2,138,24,0,0,85,5,6,6,27,1,26,0,1,1,68,,7,1,3,90,0.49019607843137253,True,True,89.0,24
Good,84,352,25,154,14,0,0,100,122,7,7,15,0,36,0,0,0,13,,2,1,1,50,0.16,False,False,93.0,7
Bad,65,159,28,49,11,0,0,91,14,7,6,22,0,27,9,0,0,52,,4,1,1,83,0.16,True,False,50.0,18
Good,86,206,18,100,18,0,0,100,122,7,7,24,0,38,35,2,2,0,,0,1,0,50,0.16,False,False,75.0,12
Good,86,307,24,131,14,0,0,100,122,7,7,15,0,0,0,0,0,10,,2,2,0,29,0.16,False,False,93.0,4
Bad,83,50,15,27,8,0,0,100,122,7,7,9,0,63,35,1,1,10,90.0,2,2,0,80,0.16,False,False,89.0,7
Bad,84,213,13,114,27,0,0,100,122,7,7,30,0,7,0,0,0,26,65.0,4,2,0,75,0.16,False,False,90.0,22
Good,65,137,6,76,22,6,2,73,12,7,4,30,1,60,1,2,2,45,55.0,3,4,0,100,0.16,True,False,73.0,30
Good,79,177,4,89,21,0,0,100,122,7,7,21,1,29,35,0,0,67,,2,1,0,75,0.16,False,False,100.0,15
Bad,86,272,7,150,17,1,0,94,81,7,5,18,1,11,6,0,0,7,,4,1,0,42,0.16,True,False,94.0,7
Good,89,210,5,96,23,0,0,100,122,7,7,24,1,21,15,0,0,3,,4,1,0,56,0.16,False,False,96.0,13
Good,68,196,9,79,26,0,0,93,2,6,6,29,1,41,8,0,0,30,50.0,4,4,1,80,0.49019607843137253,True,True,90.0,23
Bad,58,230,4,70,14,2,2,82,4,6,2,17,1,47,1,2,2,44,83.0,4,2,1,86,0.49019607843137253,True,True,82.0,14
Good,86,279,9,115,16,0,0,94,59,7,6,16,1,13,0,3,3,5,,1,2,0,20,0.16,True,False,100.0,3
Bad,62,215,7,81,23,2,1,80,16,7,2,25,1,20,0,2,1,65,100.0,9,1,3,71,0.16,True,False,92.0,17
Bad,57,137,3,56,16,1,1,71,17,7,6,18,2,41,0,0,0,81,99.0,5,3,1,89,0.16,True,False,89.0,16
Good,86,323,5,71,33,0,0,100,122,7,7,34,2,41,35,1,1,6,87.0,2,3,0,31,0.16,False,False,97.0,10
Good,79,272,19,102,24,0,0,100,122,7,7,24,0,13,7,0,0,34,,4,1,1,42,0.16,False,False,100.0,10
Good,63,211,13,76,15,2,2,74,9,4,2,19,0,5,0,7,7,1,,1,2,0,14,0.49019607843137253,True,True,79.0,2
Bad,57,469,7,117,31,0,0,84,2,6,6,34,1,38,0,0,0,33,65.0,7,3,3,73,0.49019607843137253,True,True,91.0,24
Bad,65,90,7,37,12,2,2,92,51,7,4,14,4,38,0,3,3,82,95.0,4,4,2,100,0.16,True,False,86.0,14
Good,85,207,8,102,21,0,0,100,122,7,7,21,1,29,8,0,0,0,,2,1,0,67,0.16,False,False,100.0,14
Good,81,255,11,121,19,0,0,95,10,6,6,19,1,26,0,0,0,1,96.0,1,1,0,50,0.49019607843137253,True,True,100.0,9
Good,88,182,1,77,15,0,0,100,122,7,7,16,1,38,2,1,1,2,16.0,3,2,0,63,0.16,False,False,94.0,10
Bad,68,199,2,90,28,0,0,97,54,7,6,29,3,34,1,1,1,60,42.0,4,2,2,67,0.16,True,False,97.0,19
Good,79,161,16,92,18,0,0,100,122,7,7,20,0,40,35,0,0,65,71.0,3,2,2,83,0.16,False,False,90.0,16
Good,89,291,64,154,32,0,0,100,122,7,7,35,0,23,1,4,3,1,,2,2,0,57,0.16,False,False,91.0,19
Good,87,185,3,80,22,0,0,100,122,7,7,25,2,40,3,1,1,17,27.0,2,2,0,50,0.16,False,False,88.0,12
Good,65,238,8,112,40,1,1,93,3,6,2,42,1,17,0,1,1,31,,10,1,2,41,0.49019607843137253,True,True,95.0,17
Bad,66,307,6,125,38,3,1,79,24,7,2,49,2,48,4,1,1,45,75.0,8,3,4,65,0.16,True,False,78.0,31
Bad,76,385,6,81,34,0,0,94,72,7,6,36,3,17,0,0,0,17,72.0,4,1,1,25,0.16,True,False,94.0,9
Bad,84,220,3,94,37,0,0,97,12,7,6,37,3,30,9,0,0,5,95.0,1,3,0,40,0.16,True,False,100.0,14
Good,75,162,12,88,16,1,1,83,7,6,3,18,0,33,11,0,0,13,45.0,3,3,0,60,0.49019607843137253,True,True,89.0,10
Bad,82,317,28,133,15,0,0,100,122,7,7,15,0,47,0,1,1,19,5.0,1,2,0,50,0.16,False,False,100.0,7
Bad,58,39,4,22,12,0,0,83,6,6,6,12,3,8,0,3,3,45,100.0,6,1,1,88,0.49019607843137253,True,True,100.0,10
Good,74,211,8,74,40,1,1,95,47,7,3,45,9,60,8,0,0,15,109.0,1,9,0,83,0.16,True,False,89.0,37
Good,73,138,15,83,19,1,1,95,17,7,4,20,0,10,10,0,0,38,,2,1,0,43,0.16,True,False,95.0,8
Bad,76,325,6,79,20,0,0,95,11,6,6,20,1,45,0,3,2,3,64.0,2,4,0,80,0.49019607843137253,True,True,100.0,16
Bad,58,311,14,67,21,2,2,74,15,7,4,30,0,10,0,0,0,79,36.0,7,2,3,100,0.16,True,False,70.0,30
Bad,70,172,19,85,29,0,0,100,122,7,7,31,0,16,0,1,1,65,,9,1,3,77,0.16,False,False,94.0,23
Good,55,312,3,72,24,3,1,78,1,5,3,27,6,22,35,1,1,18,71.0,10,2,1,55,0.49019607843137253,True,True,89.0,14
Bad,58,171,34,115,3,3,2,29,2,6,3,7,0,43,0,0,0,81,,1,1,1,100,0.49019607843137253,True,True,43.0,7
Bad,75,224,4,63,18,1,0,84,10,6,5,19,5,26,0,0,0,15,,4,1,1,56,0.49019607843137253,True,True,95.0,10
Bad,73,18,2,10,1,0,0,100,122,7,7,2,1,50,0,6,6,12,,1,1,0,100,0.16,False,False,50.0,2
Good,88,270,34,118,25,0,0,100,122,7,7,29,0,52,0,1,1,0,51.0,0,4,1,57,0.16,False,False,86.0,16
Bad,75,273,0,74,21,1,1,92,11,2,2,26,3,62,0,4,4,3,75.0,3,1,1,67,0.49019607843137253,True,True,81.0,17
Good,71,153,6,51,11,0,0,100,122,7,7,11,3,0,5,0,0,45,,7,2,1,64,0.16,False,False,100.0,7
Good,77,287,3,109,10,2,2,83,32,7,3,12,3,17,0,2,2,33,,2,1,1,43,0.16,True,False,83.0,5
Bad,66,136,6,62,55,1,1,98,14,7,2,57,4,23,0,1,1,41,60.0,9,5,4,56,0.16,True,False,96.0,31
Bad,56,77,4,41,24,0,0,92,5,6,6,24,2,38,0,6,6,57,90.0,9,3,2,86,0.49019607843137253,True,True,100.0,20
Good,83,287,6,77,24,0,0,96,47,7,6,24,2,21,0,1,1,2,73.0,2,2,0,25,0.16,True,False,100.0,6
Bad,65,397,4,149,18,2,1,76,1,6,5,21,2,48,0,1,1,0,,1,1,0,67,0.49019607843137253,True,True,86.0,14
Bad,77,269,15,54,10,0,0,100,122,7,7,11,0,60,0,1,1,27,75.0,2,2,1,80,0.16,False,False,91.0,8
Good,74,152,10,91,25,0,0,100,122,7,7,25,1,36,21,0,0,29,49.0,5,3,1,80,0.16,False,False,100.0,20
Good,80,136,15,63,11,0,0,91,21,7,6,11,0,36,35,1,1,19,54.0,2,3,0,71,0.16,True,False,100.0,7
Bad,77,264,4,78,35,0,0,100,122,7,7,35,7,6,0,2,1,11,,6,2,2,47,0.16,False,False,100.0,16
